车牌号,交叉口,start,end,count
AF8M978K,经一路-纬中路,2024-05-04 21:26:27.363,2024-05-04 22:19:42.905,3
AF8M978K,经一路-纬中路,2024-05-05 22:54:14.301,2024-05-05 23:15:44.449,3
AF8M978K,环西路-纬中路,2024-05-02 23:08:09.635,2024-05-03 00:04:51.670,4
AF8M978K,环西路-纬中路,2024-05-02 23:46:53.845,2024-05-03 00:04:51.670,3
AF8M978K,环西路-纬中路,2024-05-04 21:27:11.837,2024-05-04 22:09:25.774,4
AF8M978K,环西路-纬中路,2024-05-04 21:27:18.279,2024-05-04 22:09:25.774,3
AF8M978K,环西路-纬中路,2024-05-04 23:09:02.549,2024-05-04 23:21:08.559,3
AF8M978K,环西路-纬中路,2024-05-05 22:45:38.696,2024-05-05 23:35:18.895,6
AF8M978K,环西路-纬中路,2024-05-05 22:45:43.741,2024-05-05 23:35:18.895,5
AF8M978K,环西路-纬中路,2024-05-05 23:06:22.233,2024-05-05 23:35:18.895,4
AF8M978K,环西路-纬中路,2024-05-05 23:11:47.910,2024-05-05 23:35:18.895,3
AF8M978K,经中路-纬一路,2024-05-05 19:24:35.000,2024-05-05 19:43:48.000,3
AF8M981,环西路-纬中路,2024-05-01 10:03:18.873,2024-05-01 10:47:44.552,4
AF8M981,环西路-纬中路,2024-05-01 10:10:28.638,2024-05-01 10:47:44.552,3
AF8M9A8,环西路-纬中路,2024-05-02 09:52:42.805,2024-05-02 10:41:40.790,4
AF8M9A8,环西路-纬中路,2024-05-02 09:59:34.415,2024-05-02 10:41:40.790,3
AF8M9A8,经三路-纬中路,2024-05-03 15:44:22.301,2024-05-03 16:39:52.927,3
AF8M9A8,经三路-纬中路,2024-05-03 16:32:24.889,2024-05-03 17:19:35.845,4
AF8M9A8,经三路-纬中路,2024-05-03 16:39:52.927,2024-05-03 17:19:35.845,3
AF8MA86K,环西路-纬中路,2024-05-04 13:15:11.084,2024-05-04 14:05:40.936,3
AF8MA86K,环西路-纬中路,2024-05-05 12:42:01.767,2024-05-05 12:45:24.914,4
AF8MA86K,环西路-纬中路,2024-05-05 12:45:19.502,2024-05-05 12:45:24.914,3
AF8MA86K,环西路-纬中路,2024-05-05 13:46:47.244,2024-05-05 13:53:35.194,3
AF8MA86K,经中路-纬中路,2024-05-05 11:13:05.000,2024-05-05 12:01:35.000,3
AF8MABBK,经中路-环北路,2024-05-02 15:26:48.830,2024-05-02 15:43:31.972,3
AF8MADFK,环西路-纬中路,2024-05-03 19:04:21.161,2024-05-03 19:06:59.127,3
AF8MAE6,环西路-纬中路,2024-05-03 02:49:30.183,2024-05-03 03:05:42.255,3
AF8MBADK,纬中路-景区出入口,2024-05-02 17:30:15.761,2024-05-02 18:21:20.988,4
AF8MBADK,纬中路-景区出入口,2024-05-02 17:36:39.953,2024-05-02 18:21:20.988,3
AF8MBADK,环西路-纬中路,2024-05-01 10:19:29.677,2024-05-01 10:54:43.417,4
AF8MBADK,环西路-纬中路,2024-05-01 10:31:43.818,2024-05-01 10:54:43.417,3
AF8MBADK,环西路-纬中路,2024-05-01 10:54:37.735,2024-05-01 11:48:39.247,3
AF8MBADK,环西路-纬中路,2024-05-02 18:30:02.518,2024-05-02 18:36:08.178,3
AF8MBADK,环西路-纬中路,2024-05-03 20:07:37.730,2024-05-03 21:00:46.601,4
AF8MBADK,环西路-纬中路,2024-05-03 20:54:52.548,2024-05-03 21:00:46.601,3
AF8MBADK,环西路-纬中路,2024-05-05 09:03:06.056,2024-05-05 09:12:43.529,3
AF8MBADK,经中路-纬一路,2024-05-05 10:54:29.000,2024-05-05 11:17:29.000,3
AF8MBEEK,环西路-纬中路,2024-05-01 09:14:14.542,2024-05-01 09:55:54.752,6
AF8MBEEK,环西路-纬中路,2024-05-01 09:23:03.508,2024-05-01 09:55:54.752,5
AF8MBEEK,环西路-纬中路,2024-05-01 09:25:36.168,2024-05-01 09:55:54.752,4
AF8MBEEK,环西路-纬中路,2024-05-01 09:53:27.205,2024-05-01 09:55:54.752,3
AF8MBEEK,环西路-纬中路,2024-05-03 10:35:17.669,2024-05-03 10:41:35.082,3
AF8MC74,环西路-纬中路,2024-05-02 08:40:24.848,2024-05-02 09:12:03.244,4
AF8MC74,环西路-纬中路,2024-05-02 08:40:31.595,2024-05-02 09:12:03.244,3
AF8MCA8K,环西路-纬中路,2024-05-02 03:55:15.019,2024-05-02 04:23:37.779,4
AF8MCA8K,环西路-纬中路,2024-05-02 03:55:19.385,2024-05-02 04:23:37.779,3
AF8MCE7K,环西路-纬中路,2024-05-01 23:48:47.052,2024-05-02 00:15:46.044,5
AF8MCE7K,环西路-纬中路,2024-05-01 23:48:52.166,2024-05-02 00:15:46.044,4
AF8MCE7K,环西路-纬中路,2024-05-01 23:49:27.711,2024-05-02 00:15:46.044,3
AF8MCE7K,环西路-纬中路,2024-05-02 16:52:06.077,2024-05-02 17:41:17.730,6
AF8MCE7K,环西路-纬中路,2024-05-02 17:06:30.167,2024-05-02 17:41:17.730,5
AF8MCE7K,环西路-纬中路,2024-05-02 17:06:55.011,2024-05-02 17:41:17.730,4
AF8MCE7K,环西路-纬中路,2024-05-02 17:23:38.079,2024-05-02 17:41:17.730,3
AF8MCE7K,环西路-纬中路,2024-05-02 22:26:32.696,2024-05-02 22:56:45.879,3
AF8MCE7K,环西路-纬中路,2024-05-02 22:56:35.458,2024-05-02 23:47:47.876,4
AF8MCE7K,环西路-纬中路,2024-05-02 22:56:45.879,2024-05-02 23:47:47.876,3
AF8MCE7K,环西路-纬中路,2024-05-03 07:36:18.487,2024-05-03 07:38:43.592,3
AF8MCE7K,环西路-纬中路,2024-05-03 12:49:32.907,2024-05-03 13:43:22.015,5
AF8MCE7K,环西路-纬中路,2024-05-03 12:50:14.099,2024-05-03 13:43:22.015,4
AF8MCE7K,环西路-纬中路,2024-05-03 13:21:06.922,2024-05-03 13:43:22.015,3
AF8MCE7K,环西路-纬中路,2024-05-04 10:14:40.340,2024-05-04 10:30:34.714,3
AF8MCE7K,环西路-纬中路,2024-05-04 10:29:37.616,2024-05-04 11:21:05.460,3
AF8MCE7K,环西路-纬中路,2024-05-05 19:18:35.619,2024-05-05 19:21:50.796,3
AF8MCE7K,经中路-纬一路,2024-05-01 09:14:16.000,2024-05-01 09:29:10.000,3
AF8MCE7K,经中路-纬一路,2024-05-02 18:03:43.000,2024-05-02 19:00:22.000,3
AF8MCE7K,经中路-纬一路,2024-05-04 17:21:33.000,2024-05-04 18:16:13.000,3
AF8MCE7K,经三路-纬中路,2024-05-05 18:36:05.210,2024-05-05 19:26:38.037,5
AF8MCE7K,经三路-纬中路,2024-05-05 18:52:18.786,2024-05-05 19:26:38.037,4
AF8MCE7K,经三路-纬中路,2024-05-05 19:07:34.036,2024-05-05 19:26:38.037,3
AF8MCE7K,经二路-纬中路,2024-05-05 18:36:53.159,2024-05-05 19:24:24.656,4
AF8MCE7K,经二路-纬中路,2024-05-05 19:08:34.553,2024-05-05 19:24:24.656,3
AF8MCE7K,经一路-纬中路,2024-05-01 23:49:37.590,2024-05-02 00:31:02.351,5
AF8MCE7K,经一路-纬中路,2024-05-02 00:16:50.831,2024-05-02 00:31:02.351,4
AF8MCE7K,经一路-纬中路,2024-05-02 00:18:26.532,2024-05-02 00:31:02.351,3
AF8MCE7K,纬中路-景区出入口,2024-05-04 19:05:43.681,2024-05-04 19:38:33.595,3
AF8MCE7K,经中路-纬中路,2024-05-03 15:47:36.000,2024-05-03 16:16:36.000,3
AF8MCE7K,经中路-纬中路,2024-05-04 17:22:56.000,2024-05-04 18:19:50.000,6
AF8MCE7K,经中路-纬中路,2024-05-04 17:32:29.000,2024-05-04 18:19:50.000,5
AF8MCE7K,经中路-纬中路,2024-05-04 17:35:01.000,2024-05-04 18:19:50.000,4
AF8MCE7K,经中路-纬中路,2024-05-04 17:55:38.000,2024-05-04 18:19:50.000,3
AF8MCE7K,经中路-纬中路,2024-05-04 18:19:50.000,2024-05-04 19:14:50.000,3
AF8MCE7K,经中路-纬中路,2024-05-04 19:12:22.000,2024-05-04 19:41:30.000,4
AF8MCE7K,经中路-纬中路,2024-05-04 19:14:50.000,2024-05-04 19:41:30.000,3
AF8MCE7K,经中路-纬中路,2024-05-05 16:21:16.000,2024-05-05 17:12:24.000,3
AF8MCE7K,经中路-纬中路,2024-05-05 18:35:08.000,2024-05-05 19:32:10.000,4
AF8MCE7K,经中路-纬中路,2024-05-05 18:54:55.000,2024-05-05 19:37:53.000,4
AF8MCE7K,经中路-纬中路,2024-05-05 19:29:11.000,2024-05-05 20:27:57.000,5
AF8MCE7K,经中路-纬中路,2024-05-05 19:32:10.000,2024-05-05 20:27:57.000,4
AF8MCE7K,经中路-纬中路,2024-05-05 19:37:53.000,2024-05-05 20:27:57.000,3
AF8MCE7K,经中路-纬中路,2024-05-05 22:02:36.000,2024-05-05 22:06:18.000,3
AF8MCE7K,经中路-环北路,2024-05-02 08:38:53.470,2024-05-02 09:33:48.982,3
AF8MCE7K,经中路-环北路,2024-05-02 08:53:21.077,2024-05-02 09:51:25.296,3
AF8MCE7K,经中路-环北路,2024-05-02 16:27:18.174,2024-05-02 16:55:37.987,3
AF8MCE7K,经中路-环北路,2024-05-05 14:18:01.339,2024-05-05 14:24:13.315,3
AF8MD8DK,环西路-纬中路,2024-05-03 12:07:07.756,2024-05-03 12:48:17.708,4
AF8MD8DK,环西路-纬中路,2024-05-03 12:08:36.626,2024-05-03 12:48:17.708,3
AF8MDD6K,环西路-纬中路,2024-05-01 11:20:31.345,2024-05-01 11:39:08.938,3
AF8MDD6K,环西路-纬中路,2024-05-01 16:06:24.272,2024-05-01 16:24:01.157,5
AF8MDD6K,环西路-纬中路,2024-05-01 16:06:24.361,2024-05-01 16:24:01.157,4
AF8MDD6K,环西路-纬中路,2024-05-01 16:06:27.085,2024-05-01 16:24:01.157,3
AF8MDD6K,环西路-纬中路,2024-05-01 16:23:52.495,2024-05-01 17:17:39.554,3
AF8MDD6K,环西路-纬中路,2024-05-01 21:52:21.272,2024-05-01 22:17:44.216,3
AF8MDD6K,环西路-纬中路,2024-05-02 06:41:23.007,2024-05-02 06:50:59.867,3
AF8MDD6K,环西路-纬中路,2024-05-02 12:00:13.083,2024-05-02 12:05:50.055,3
AF8MDD6K,环西路-纬中路,2024-05-02 15:39:03.707,2024-05-02 15:43:56.818,3
AF8MDD6K,环西路-纬中路,2024-05-02 20:09:03.911,2024-05-02 20:50:44.091,6
AF8MDD6K,环西路-纬中路,2024-05-02 20:09:06.873,2024-05-02 20:50:44.091,5
AF8MDD6K,环西路-纬中路,2024-05-02 20:11:02.726,2024-05-02 20:50:44.091,4
AF8MDD6K,环西路-纬中路,2024-05-02 20:16:18.546,2024-05-02 20:50:44.091,3
AF8MDD6K,环西路-纬中路,2024-05-03 16:39:37.247,2024-05-03 17:08:27.911,4
AF8MDD6K,环西路-纬中路,2024-05-03 17:04:42.791,2024-05-03 17:08:27.911,3
AF8MDD6K,环西路-纬中路,2024-05-03 20:07:44.126,2024-05-03 20:41:05.711,3
AF8MDD6K,环西路-纬中路,2024-05-04 18:32:03.760,2024-05-04 19:25:27.902,4
AF8MDD6K,环西路-纬中路,2024-05-04 18:32:09.191,2024-05-04 19:25:27.902,3
AF8MDD6K,环西路-纬中路,2024-05-05 14:42:17.666,2024-05-05 15:25:51.302,5
AF8MDD6K,环西路-纬中路,2024-05-05 14:42:21.907,2024-05-05 15:25:51.302,4
AF8MDD6K,环西路-纬中路,2024-05-05 15:22:32.351,2024-05-05 15:25:51.302,3
AF8MDD6K,经三路-纬中路,2024-05-03 16:43:07.324,2024-05-03 17:12:32.601,3
AF8MDD6K,纬中路-景区出入口,2024-05-01 17:39:01.668,2024-05-01 18:04:19.840,3
AF8MDD6K,纬中路-景区出入口,2024-05-03 16:48:54.064,2024-05-03 17:38:58.546,5
AF8MDD6K,纬中路-景区出入口,2024-05-03 16:49:37.285,2024-05-03 17:38:58.546,4
AF8MDD6K,纬中路-景区出入口,2024-05-03 16:57:15.162,2024-05-03 17:38:58.546,3
AF8MDD6K,经一路-纬中路,2024-05-02 19:47:25.034,2024-05-02 20:15:42.536,3
AF8MDD6K,经一路-纬中路,2024-05-03 16:41:12.947,2024-05-03 17:10:09.665,3
AF8MDD6K,经一路-纬中路,2024-05-03 20:01:42.511,2024-05-03 20:42:23.638,3
AF8MDD6K,经中路-环北路,2024-05-02 06:56:38.875,2024-05-02 07:45:53.598,4
AF8MDD6K,经中路-环北路,2024-05-02 07:01:47.578,2024-05-02 07:45:53.598,3
AF8MDD6K,经中路-纬中路,2024-05-05 14:19:37.000,2024-05-05 14:37:39.000,3
AF8MDE7K,环西路-纬中路,2024-05-02 12:42:37.302,2024-05-02 12:47:28.212,3
AF8MDECK,经中路-环北路,2024-05-01 18:52:19.132,2024-05-01 19:09:42.107,3
AF8MDECK,纬中路-景区出入口,2024-05-01 20:18:06.855,2024-05-01 20:56:50.664,3
AF8MDECK,纬中路-景区出入口,2024-05-01 20:47:01.114,2024-05-01 21:33:56.523,3
AF8N45CK,经中路-环北路,2024-05-01 17:48:19.760,2024-05-01 18:42:20.373,3
AF8N46DK,经中路-纬中路,2024-05-05 08:47:30.000,2024-05-05 09:25:33.000,3
AF8N46DK,纬中路-景区出入口,2024-05-01 09:27:35.799,2024-05-01 09:40:07.847,3
AF8N46DK,环西路-纬中路,2024-05-01 12:00:04.649,2024-05-01 12:14:31.054,3
AF8N46DK,环西路-纬中路,2024-05-03 20:52:50.526,2024-05-03 20:57:24.495,3
AF8N46DK,环西路-纬中路,2024-05-04 07:25:18.415,2024-05-04 08:06:49.576,6
AF8N46DK,环西路-纬中路,2024-05-04 07:25:18.555,2024-05-04 08:06:49.576,5
AF8N46DK,环西路-纬中路,2024-05-04 07:25:24.139,2024-05-04 08:06:49.576,4
AF8N46DK,环西路-纬中路,2024-05-04 07:53:55.230,2024-05-04 08:06:49.576,3
AF8N46DK,环西路-纬中路,2024-05-04 19:50:14.192,2024-05-04 20:26:28.524,4
AF8N46DK,环西路-纬中路,2024-05-04 19:57:36.327,2024-05-04 20:26:28.524,3
AF8N46DK,环西路-纬中路,2024-05-05 20:56:25.017,2024-05-05 21:21:09.819,3
AF8N46DK,经中路-环北路,2024-05-01 21:52:32.789,2024-05-01 22:28:39.161,3
AF8N46DK,经中路-环北路,2024-05-01 22:16:27.120,2024-05-01 23:12:11.599,3
AF8N4AFK,环西路-纬中路,2024-05-02 11:16:45.503,2024-05-02 11:37:42.957,4
AF8N4AFK,环西路-纬中路,2024-05-02 11:33:55.000,2024-05-02 11:37:42.957,3
AF8N4AFK,环西路-纬中路,2024-05-02 16:49:02.567,2024-05-02 17:27:41.138,4
AF8N4AFK,环西路-纬中路,2024-05-02 17:22:25.877,2024-05-02 17:27:41.138,3
AF8N4AFK,环西路-纬中路,2024-05-03 10:27:12.732,2024-05-03 10:32:13.161,3
AF8N4AFK,环西路-纬中路,2024-05-04 09:48:43.812,2024-05-04 09:53:47.743,4
AF8N4AFK,环西路-纬中路,2024-05-04 09:48:51.014,2024-05-04 09:53:47.743,3
AF8N4AFK,环西路-纬中路,2024-05-04 11:04:42.045,2024-05-04 11:10:55.281,3
AF8N4AFK,环西路-纬中路,2024-05-04 14:36:14.222,2024-05-04 14:48:25.173,5
AF8N4AFK,环西路-纬中路,2024-05-04 14:36:20.016,2024-05-04 14:48:25.173,4
AF8N4AFK,环西路-纬中路,2024-05-04 14:40:01.852,2024-05-04 14:48:25.173,3
AF8N4AFK,纬中路-景区出入口,2024-05-04 09:59:53.020,2024-05-04 10:56:16.881,3
AF8N556,环西路-纬中路,2024-05-02 09:41:10.195,2024-05-02 10:17:57.196,3
AF8N5BDK,经二路-纬中路,2024-05-04 18:55:34.221,2024-05-04 19:53:37.394,3
AF8N5BFK,环西路-纬中路,2024-05-01 11:48:45.947,2024-05-01 12:42:38.116,3
AF8N5E7K,环西路-纬中路,2024-05-02 14:02:55.060,2024-05-02 14:16:10.493,3
AF8N5E7K,环西路-纬中路,2024-05-03 12:00:10.243,2024-05-03 12:26:47.590,4
AF8N5E7K,环西路-纬中路,2024-05-03 12:22:22.269,2024-05-03 12:26:47.590,3
AF8N5E7K,经一路-纬中路,2024-05-03 12:14:25.773,2024-05-03 12:36:54.313,3
AF8N5E7K,经三路-纬中路,2024-05-03 00:20:53.392,2024-05-03 00:50:17.069,3
AF8N5E7K,经中路-纬中路,2024-05-03 00:24:26.000,2024-05-03 00:49:32.000,3
AF8N668K,环西路-纬中路,2024-05-03 18:16:37.681,2024-05-03 18:33:45.797,4
AF8N668K,环西路-纬中路,2024-05-03 18:18:01.716,2024-05-03 18:33:45.797,3
AF8N66X,环西路-纬中路,2024-05-01 07:24:55.063,2024-05-01 07:31:27.052,3
AF8N7AP,环西路-纬中路,2024-05-05 15:48:37.772,2024-05-05 16:23:49.949,3
AF8NACF,经中路-环北路,2024-05-01 14:54:23.596,2024-05-01 15:37:07.437,3
AF8NBD6K,经一路-纬中路,2024-05-03 17:26:00.660,2024-05-03 18:18:53.335,3
AF8NC69,经中路-纬中路,2024-05-05 12:54:06.000,2024-05-05 13:16:20.000,3
AF8NCCEK,环西路-纬中路,2024-05-05 16:32:06.055,2024-05-05 17:20:53.031,3
AF8NCD0,经中路-纬中路,2024-05-05 16:38:58.000,2024-05-05 16:46:45.000,3
AF8ND88K,环西路-纬中路,2024-05-03 13:34:58.991,2024-05-03 13:38:50.515,3
AF8ND88K,经三路-纬中路,2024-05-03 11:39:53.564,2024-05-03 12:37:57.697,3
AF8ND88K,经中路-纬中路,2024-05-03 11:43:50.000,2024-05-03 12:00:46.000,3
AF8NDB8,环西路-纬中路,2024-05-01 16:31:15.515,2024-05-01 16:56:35.332,4
AF8NDB8,环西路-纬中路,2024-05-01 16:31:21.608,2024-05-01 16:56:35.332,3
AF8O4ACK,环西路-纬中路,2024-05-03 12:48:55.614,2024-05-03 12:55:20.516,4
AF8O4ACK,环西路-纬中路,2024-05-03 12:49:05.681,2024-05-03 12:55:20.516,3
AF8O4ACK,环西路-纬中路,2024-05-05 16:06:13.010,2024-05-05 16:38:45.680,4
AF8O4ACK,环西路-纬中路,2024-05-05 16:06:50.483,2024-05-05 16:38:45.680,3
AF8O4CCK,环西路-纬中路,2024-05-01 10:15:15.334,2024-05-01 10:27:48.328,3
AF8O4CCK,环西路-纬中路,2024-05-01 10:27:32.690,2024-05-01 11:27:04.334,4
AF8O4CCK,环西路-纬中路,2024-05-01 10:27:48.328,2024-05-01 11:27:04.334,3
AF8O4CCK,环西路-纬中路,2024-05-01 17:37:05.262,2024-05-01 17:43:36.152,5
AF8O4CCK,环西路-纬中路,2024-05-01 17:37:10.586,2024-05-01 17:43:36.152,4
AF8O4CCK,环西路-纬中路,2024-05-01 17:38:53.707,2024-05-01 17:43:36.152,3
AF8O4CCK,环西路-纬中路,2024-05-01 23:00:30.367,2024-05-01 23:11:57.143,3
AF8O4CCK,环西路-纬中路,2024-05-02 15:28:40.740,2024-05-02 16:25:14.675,4
AF8O4CCK,环西路-纬中路,2024-05-02 16:20:09.750,2024-05-02 16:25:14.675,3
AF8O4CCK,环西路-纬中路,2024-05-02 21:09:31.633,2024-05-02 21:47:09.480,5
AF8O4CCK,环西路-纬中路,2024-05-02 21:10:08.559,2024-05-02 21:47:09.480,4
AF8O4CCK,环西路-纬中路,2024-05-02 21:25:06.643,2024-05-02 21:47:09.480,3
AF8O4CCK,环西路-纬中路,2024-05-04 19:47:32.951,2024-05-04 20:01:21.118,5
AF8O4CCK,环西路-纬中路,2024-05-04 19:47:33.518,2024-05-04 20:01:21.118,4
AF8O4CCK,环西路-纬中路,2024-05-04 19:48:34.363,2024-05-04 20:01:21.118,3
AF8O4CCK,环西路-纬中路,2024-05-04 20:01:14.781,2024-05-04 20:55:32.913,4
AF8O4CCK,环西路-纬中路,2024-05-04 20:01:21.118,2024-05-04 20:55:32.913,3
AF8O4CCK,环西路-纬中路,2024-05-04 20:55:24.460,2024-05-04 21:25:44.736,6
AF8O4CCK,环西路-纬中路,2024-05-04 20:55:32.913,2024-05-04 21:25:44.736,5
AF8O4CCK,环西路-纬中路,2024-05-04 21:07:16.366,2024-05-04 21:25:44.736,4
AF8O4CCK,环西路-纬中路,2024-05-04 21:07:21.883,2024-05-04 21:25:44.736,3
AF8O4CCK,环西路-纬中路,2024-05-05 18:19:32.380,2024-05-05 18:58:29.708,4
AF8O4CCK,环西路-纬中路,2024-05-05 18:20:23.351,2024-05-05 18:58:29.708,3
AF8O4CCK,经一路-纬中路,2024-05-04 20:54:41.140,2024-05-04 21:25:01.213,3
AF8O4CCK,经一路-纬中路,2024-05-05 18:18:42.551,2024-05-05 18:57:53.053,3
AF8O4CCK,经二路-纬中路,2024-05-05 18:16:48.122,2024-05-05 18:56:38.740,3
AF8O4CCK,经中路-纬一路,2024-05-05 17:43:22.000,2024-05-05 17:49:47.000,3
AF8O4CCK,纬中路-景区出入口,2024-05-03 16:16:05.535,2024-05-03 17:00:54.942,3
AF8O4CCK,纬中路-景区出入口,2024-05-03 16:47:10.680,2024-05-03 17:32:21.171,3
AF8O4CCK,纬中路-景区出入口,2024-05-04 20:47:50.544,2024-05-04 21:20:02.736,3
AF8O4CCK,经中路-纬中路,2024-05-03 15:38:07.000,2024-05-03 16:31:17.000,3
AF8O4CCK,经中路-纬中路,2024-05-03 16:20:11.000,2024-05-03 16:59:40.000,4
AF8O4CCK,经中路-纬中路,2024-05-03 16:31:17.000,2024-05-03 16:59:40.000,3
AF8O4CCK,经中路-纬中路,2024-05-03 16:44:07.000,2024-05-03 17:39:22.000,3
AF8O4CCK,经中路-纬中路,2024-05-04 20:50:04.000,2024-05-04 21:22:14.000,3
AF8O4CCK,经中路-纬中路,2024-05-05 17:42:17.000,2024-05-05 17:59:27.000,3
AF8O4CCK,经中路-纬中路,2024-05-05 17:52:03.000,2024-05-05 18:50:01.000,3
AF8O4CCK,经中路-纬中路,2024-05-05 17:59:27.000,2024-05-05 18:54:51.000,3
AF8O4CCK,经三路-纬中路,2024-05-05 18:16:01.414,2024-05-05 18:55:57.268,4
AF8O4CCK,经三路-纬中路,2024-05-05 18:30:21.002,2024-05-05 18:55:57.268,3
AF8O55Q,环西路-纬中路,2024-05-02 20:45:13.463,2024-05-02 21:43:46.812,4
AF8O55Q,环西路-纬中路,2024-05-02 20:45:34.906,2024-05-02 21:43:46.812,3
AF8O5ADK,环西路-纬中路,2024-05-04 09:41:27.937,2024-05-04 10:15:04.188,3
AF8O660,环西路-纬中路,2024-05-01 18:22:58.005,2024-05-01 18:23:02.501,3
AF8O6C8K,经中路-纬中路,2024-05-04 18:20:22.000,2024-05-04 18:22:13.000,6
AF8O6C8K,经中路-纬中路,2024-05-04 18:20:34.000,2024-05-04 18:22:13.000,5
AF8O6C8K,经中路-纬中路,2024-05-04 18:21:24.000,2024-05-04 18:22:13.000,4
AF8O6C8K,经中路-纬中路,2024-05-04 18:21:30.000,2024-05-04 18:22:13.000,3
AF8O76V,环西路-纬中路,2024-05-02 13:26:43.414,2024-05-02 14:21:11.124,4
AF8O76V,环西路-纬中路,2024-05-02 13:27:02.135,2024-05-02 14:21:11.124,3
AF8O7DEK,环西路-纬中路,2024-05-04 13:16:42.078,2024-05-04 13:27:33.557,3
AF8O7DZ,环西路-纬中路,2024-05-01 10:22:04.608,2024-05-01 10:38:17.037,3
AF8O7DZ,环西路-纬中路,2024-05-01 15:38:12.913,2024-05-01 16:36:10.512,4
AF8O7DZ,环西路-纬中路,2024-05-01 15:38:32.938,2024-05-01 16:36:10.512,3
AF8OA6DK,环西路-纬中路,2024-05-02 17:10:36.920,2024-05-02 17:41:21.379,3
AF8OAE3,环西路-纬中路,2024-05-04 00:15:41.279,2024-05-04 00:26:02.839,3
AF8OC67K,纬中路-景区出入口,2024-05-01 16:03:51.455,2024-05-01 16:46:32.571,3
AF8OC67K,环西路-纬中路,2024-05-01 16:59:21.253,2024-05-01 17:07:24.292,4
AF8OC67K,环西路-纬中路,2024-05-01 16:59:46.204,2024-05-01 17:07:24.292,3
AF8OC79K,环西路-纬中路,2024-05-01 15:36:29.473,2024-05-01 16:12:39.294,3
AF8OCC8K,环西路-纬中路,2024-05-03 09:16:45.816,2024-05-03 10:04:55.476,4
AF8OCC8K,环西路-纬中路,2024-05-03 09:57:23.065,2024-05-03 10:36:54.698,4
AF8OCC8K,环西路-纬中路,2024-05-03 10:04:51.701,2024-05-03 10:36:54.698,3
AF8P4AT,环西路-纬中路,2024-05-04 10:02:36.411,2024-05-04 10:45:55.609,6
AF8P4AT,环西路-纬中路,2024-05-04 10:06:54.273,2024-05-04 10:45:55.609,5
AF8P4AT,环西路-纬中路,2024-05-04 10:07:00.041,2024-05-04 10:45:55.609,4
AF8P4AT,环西路-纬中路,2024-05-04 10:32:15.611,2024-05-04 10:45:55.609,3
AF8P4AT,经一路-纬中路,2024-05-04 10:04:21.213,2024-05-04 10:44:14.192,4
AF8P4AT,经一路-纬中路,2024-05-04 10:06:19.192,2024-05-04 10:44:14.192,3
AF8P4AT,经二路-纬中路,2024-05-04 10:05:32.414,2024-05-04 10:43:16.594,3
AF8P4C8K,经中路-环北路,2024-05-02 14:27:54.684,2024-05-02 15:19:45.407,3
AF8P4D5,环西路-纬中路,2024-05-01 20:23:58.880,2024-05-01 20:39:46.806,3
AF8P4EF,环西路-纬中路,2024-05-03 00:09:21.982,2024-05-03 00:49:09.716,3
AF8P66DK,环西路-纬中路,2024-05-01 07:06:08.660,2024-05-01 07:14:52.398,3
AF8P67DK,经中路-环北路,2024-05-01 15:51:32.726,2024-05-01 16:49:12.584,3
AF8P67DK,经中路-纬一路,2024-05-01 15:56:32.000,2024-05-01 16:54:25.000,3
AF8P67DK,经中路-纬一路,2024-05-01 21:36:46.000,2024-05-01 22:11:11.000,3
AF8P67DK,经一路-纬中路,2024-05-05 00:35:13.359,2024-05-05 01:08:53.361,3
AF8P67DK,环西路-纬中路,2024-05-01 21:21:26.930,2024-05-01 21:55:25.160,4
AF8P67DK,环西路-纬中路,2024-05-01 21:21:46.146,2024-05-01 21:55:25.160,3
AF8P67DK,环西路-纬中路,2024-05-05 00:29:14.556,2024-05-05 01:09:32.899,8
AF8P67DK,环西路-纬中路,2024-05-05 00:35:57.796,2024-05-05 01:09:32.899,7
AF8P67DK,环西路-纬中路,2024-05-05 00:36:03.159,2024-05-05 01:09:32.899,6
AF8P67DK,环西路-纬中路,2024-05-05 00:45:20.029,2024-05-05 01:09:32.899,5
AF8P67DK,环西路-纬中路,2024-05-05 00:49:04.403,2024-05-05 01:09:32.899,4
AF8P67DK,环西路-纬中路,2024-05-05 00:55:39.606,2024-05-05 01:09:32.899,3
AF8P787K,环西路-纬中路,2024-05-04 20:03:46.419,2024-05-04 20:33:45.267,5
AF8P787K,环西路-纬中路,2024-05-04 20:09:27.854,2024-05-04 20:33:45.267,4
AF8P787K,环西路-纬中路,2024-05-04 20:30:44.315,2024-05-04 20:33:45.267,3
AF8P7B8K,环西路-纬中路,2024-05-05 16:39:23.571,2024-05-05 17:05:33.359,3
AF8P7BDK,环西路-纬中路,2024-05-01 12:25:43.827,2024-05-01 13:18:19.399,5
AF8P7BDK,环西路-纬中路,2024-05-01 12:25:49.493,2024-05-01 13:18:19.399,4
AF8P7BDK,环西路-纬中路,2024-05-01 13:03:08.558,2024-05-01 13:18:19.399,3
AF8P7BDK,环西路-纬中路,2024-05-01 19:16:34.723,2024-05-01 20:13:24.492,3
AF8P7BDK,环西路-纬中路,2024-05-03 14:32:43.478,2024-05-03 14:36:06.825,3
AF8P7BDK,环西路-纬中路,2024-05-05 07:25:31.761,2024-05-05 07:50:03.898,3
AF8P7BDK,环西路-纬中路,2024-05-05 11:20:27.709,2024-05-05 11:25:34.942,3
