车牌号,交叉口,start,end,repeat_count,low_speed_count
AFADC76K,纬中路-景区出入口,2024-05-04 16:32:58.509,2024-05-04 17:38:49.889,4,8
AFADC76K,纬中路-景区出入口,2024-05-04 16:50:41.500,2024-05-04 17:38:49.889,3,6
AFADC76K,经中路-纬中路,2024-05-03 08:21:00.000,2024-05-03 09:22:56.000,4,2
AFADC76K,经中路-纬中路,2024-05-03 08:38:12.000,2024-05-03 09:22:56.000,3,2
AFADC76K,经五路-纬中路,2024-05-04 16:35:44.635,2024-05-04 17:33:13.207,3,8
AFADC76K,环西路-纬中路,2024-05-04 08:41:17.318,2024-05-04 09:25:12.374,4,3
AFADC76K,环西路-纬中路,2024-05-04 08:41:24.037,2024-05-04 09:25:12.374,3,3
AFADC7EK,环西路-纬中路,2024-05-02 10:58:34.361,2024-05-02 12:00:16.792,3,1
AFADC7EK,环西路-纬中路,2024-05-02 13:46:59.285,2024-05-02 14:42:32.263,6,2
AFADC7EK,环西路-纬中路,2024-05-02 13:47:06.171,2024-05-02 14:42:32.263,5,2
AFADC7EK,环西路-纬中路,2024-05-02 13:56:39.468,2024-05-02 15:25:05.416,6,4
AFADC7EK,环西路-纬中路,2024-05-02 13:56:43.491,2024-05-02 15:25:05.416,5,4
AFADC7EK,环西路-纬中路,2024-05-02 14:08:55.654,2024-05-02 15:25:05.416,4,4
AFADC7EK,环西路-纬中路,2024-05-02 14:12:32.263,2024-05-02 15:25:05.416,3,4
AFADC7EK,环西路-纬中路,2024-05-02 19:25:19.432,2024-05-02 20:39:22.454,3,1
AFADC7EK,环西路-纬中路,2024-05-02 20:09:17.893,2024-05-02 21:34:55.479,3,5
AFADC7EK,环西路-纬中路,2024-05-02 21:04:55.479,2024-05-02 22:27:18.938,8,7
AFADC7EK,环西路-纬中路,2024-05-02 21:27:43.278,2024-05-02 22:37:03.464,8,5
AFADC7EK,环西路-纬中路,2024-05-02 21:27:45.626,2024-05-02 22:37:03.464,7,5
AFADC7EK,环西路-纬中路,2024-05-02 21:30:37.205,2024-05-02 22:37:03.464,6,5
AFADC7EK,环西路-纬中路,2024-05-02 21:36:47.486,2024-05-02 22:37:03.464,5,5
AFADC7EK,环西路-纬中路,2024-05-02 21:36:53.069,2024-05-02 22:37:03.464,4,5
AFADC7EK,环西路-纬中路,2024-05-02 21:57:14.818,2024-05-02 22:37:03.464,3,3
AFADC7EK,环西路-纬中路,2024-05-05 10:46:07.566,2024-05-05 12:12:07.486,4,9
AFADC7EK,环西路-纬中路,2024-05-05 10:46:13.714,2024-05-05 12:12:07.486,3,9
AFADC7EK,纬中路-景区出入口,2024-05-02 08:32:50.414,2024-05-02 09:05:08.545,3,2
AFADC7EK,纬中路-景区出入口,2024-05-05 10:24:23.715,2024-05-05 11:09:46.192,3,6
AFADC7EK,经三路-纬中路,2024-05-02 17:58:34.411,2024-05-02 18:37:12.575,3,2
AFADC7EK,经三路-纬中路,2024-05-04 21:51:34.815,2024-05-04 22:37:25.490,3,2
AFADC7EK,经中路-环北路,2024-05-02 20:45:31.037,2024-05-02 22:11:40.785,3,7
AFADC7EK,经中路-环北路,2024-05-02 20:56:02.276,2024-05-02 22:21:41.508,3,8
AFADC7EK,经中路-环北路,2024-05-04 14:44:42.253,2024-05-04 15:35:54.141,3,2
AFADC7EK,经中路-环北路,2024-05-05 15:31:21.324,2024-05-05 16:52:43.736,4,2
AFADC7EK,经中路-环北路,2024-05-05 15:56:05.207,2024-05-05 16:52:43.736,3,1
AFADC7EK,经一路-纬中路,2024-05-01 19:04:06.633,2024-05-01 19:43:29.619,3,3
AFADC7EK,经一路-纬中路,2024-05-02 21:05:40.627,2024-05-02 22:32:06.344,4,7
AFADC7EK,经一路-纬中路,2024-05-02 21:56:36.723,2024-05-02 22:32:06.344,3,4
AFADC7EK,经中路-纬中路,2024-05-03 08:48:18.000,2024-05-03 09:58:32.000,3,5
AFADC7EK,经中路-纬中路,2024-05-05 08:21:24.000,2024-05-05 09:33:04.000,3,4
AFADC7EK,经中路-纬中路,2024-05-05 17:33:29.000,2024-05-05 18:21:00.000,4,4
AFADC7EK,经中路-纬中路,2024-05-05 17:38:24.000,2024-05-05 18:21:00.000,3,4
AFADCA0,环西路-纬中路,2024-05-01 09:21:05.889,2024-05-01 09:54:38.236,3,1
AFADCBDK,经三路-纬中路,2024-05-01 08:34:52.697,2024-05-01 09:46:18.227,3,4
AFADCBDK,经一路-纬中路,2024-05-05 15:08:42.772,2024-05-05 16:02:27.913,3,5
AFADCBDK,环西路-纬中路,2024-05-01 08:40:48.293,2024-05-01 09:42:40.376,4,4
AFADCBDK,环西路-纬中路,2024-05-01 08:40:59.394,2024-05-01 09:42:40.376,3,4
AFADCBDK,环西路-纬中路,2024-05-02 16:37:02.475,2024-05-02 17:58:51.821,4,5
AFADCBDK,环西路-纬中路,2024-05-02 17:07:57.152,2024-05-02 18:12:24.185,5,4
AFADCBDK,环西路-纬中路,2024-05-02 17:28:41.579,2024-05-02 18:12:24.185,4,4
AFADCBDK,环西路-纬中路,2024-05-02 17:28:51.821,2024-05-02 18:12:24.185,3,4
AFADCBDK,环西路-纬中路,2024-05-02 19:06:06.575,2024-05-02 20:26:55.095,5,7
AFADCBDK,环西路-纬中路,2024-05-02 19:06:38.015,2024-05-02 20:26:55.095,4,7
AFADCBDK,环西路-纬中路,2024-05-02 19:20:55.140,2024-05-02 20:41:55.285,5,4
AFADCBDK,环西路-纬中路,2024-05-02 19:21:59.999,2024-05-02 20:41:55.285,4,4
AFADCBDK,环西路-纬中路,2024-05-02 19:56:55.095,2024-05-02 20:41:55.285,3,4
AFADCBDK,环西路-纬中路,2024-05-03 15:37:15.795,2024-05-03 16:10:09.625,3,1
AFADCBDK,环西路-纬中路,2024-05-03 16:41:44.440,2024-05-03 17:25:26.459,5,3
AFADCBDK,环西路-纬中路,2024-05-03 16:42:39.034,2024-05-03 17:25:26.459,4,3
AFADCBDK,环西路-纬中路,2024-05-03 16:52:27.085,2024-05-03 17:25:26.459,3,3
AFADCBDK,环西路-纬中路,2024-05-05 15:05:59.119,2024-05-05 16:01:37.372,5,5
AFADCBDK,环西路-纬中路,2024-05-05 15:27:04.056,2024-05-05 16:01:37.372,4,3
AFADCBDK,环西路-纬中路,2024-05-05 15:27:17.612,2024-05-05 16:01:37.372,3,3
AFADCBDK,纬中路-景区出入口,2024-05-02 21:07:24.869,2024-05-02 22:12:10.742,3,3
AFADCC9,环西路-纬中路,2024-05-01 16:38:14.859,2024-05-01 17:17:09.460,4,2
AFADCC9,环西路-纬中路,2024-05-01 16:39:47.088,2024-05-01 17:17:09.460,3,2
AFADD6CM,环西路-纬中路,2024-05-02 13:39:22.616,2024-05-02 14:46:58.488,3,1
AFADD8BK,环西路-纬中路,2024-05-01 09:31:24.810,2024-05-01 10:33:33.281,3,1
AFADD8CM,环西路-纬中路,2024-05-01 16:10:13.601,2024-05-01 17:39:59.633,3,3
AFADD8Z,环西路-纬中路,2024-05-03 19:00:25.893,2024-05-03 20:18:26.056,3,1
AFADDCFK,环西路-纬中路,2024-05-03 19:28:03.727,2024-05-03 20:25:19.395,4,1
AFADDCFK,环西路-纬中路,2024-05-03 19:29:11.872,2024-05-03 20:25:19.395,3,1
AFADDD9K,经一路-纬中路,2024-05-01 22:44:07.970,2024-05-01 23:56:43.038,4,8
AFADDD9K,经一路-纬中路,2024-05-01 22:45:48.281,2024-05-01 23:56:43.038,3,8
AFADDD9K,环西路-纬中路,2024-05-01 15:49:47.043,2024-05-01 16:34:35.959,3,2
AFADDD9K,环西路-纬中路,2024-05-01 22:42:04.635,2024-05-01 23:57:23.200,5,8
AFADDD9K,环西路-纬中路,2024-05-01 22:42:13.613,2024-05-01 23:57:23.200,4,8
AFADDD9K,环西路-纬中路,2024-05-01 22:46:59.541,2024-05-01 23:57:23.200,3,8
AFADDD9K,环西路-纬中路,2024-05-04 13:18:25.430,2024-05-04 14:02:13.173,6,2
AFADDD9K,环西路-纬中路,2024-05-04 13:19:14.887,2024-05-04 14:02:13.173,5,2
AFADDD9K,环西路-纬中路,2024-05-04 13:20:59.788,2024-05-04 14:02:13.173,4,2
AFADDD9K,环西路-纬中路,2024-05-04 13:21:45.569,2024-05-04 14:02:13.173,3,2
AFADDD9K,环西路-纬中路,2024-05-04 18:04:14.089,2024-05-04 18:53:25.933,3,5
AFADDD9K,环西路-纬中路,2024-05-04 20:28:23.132,2024-05-04 20:58:34.451,3,4
AFADDD9K,纬中路-景区出入口,2024-05-01 10:04:50.903,2024-05-01 11:27:29.925,3,5
AFADDD9K,纬中路-景区出入口,2024-05-05 13:35:41.262,2024-05-05 14:42:15.074,4,2
AFADDD9K,纬中路-景区出入口,2024-05-05 14:02:37.181,2024-05-05 15:15:08.687,4,2
AFADDD9K,纬中路-景区出入口,2024-05-05 14:09:46.934,2024-05-05 15:15:08.687,3,2
AFADDD9K,经三路-纬中路,2024-05-01 23:11:10.452,2024-05-01 23:55:04.521,3,8
AFADDD9K,经二路-纬中路,2024-05-01 22:45:14.082,2024-05-01 23:55:40.255,3,8
AFADDD9K,经中路-环北路,2024-05-02 10:44:10.979,2024-05-02 11:50:15.519,3,5
AFADDD9K,经中路-环北路,2024-05-04 19:20:37.084,2024-05-04 20:06:19.241,3,2
AFADDD9K,经中路-纬中路,2024-05-05 13:36:39.000,2024-05-05 14:31:00.000,3,2
AFADDE9K,环西路-纬中路,2024-05-01 10:55:32.088,2024-05-01 11:55:25.319,6,1
AFADDE9K,环西路-纬中路,2024-05-01 10:55:36.887,2024-05-01 11:55:25.319,5,1
AFADDE9K,环西路-纬中路,2024-05-01 11:02:00.343,2024-05-01 11:55:25.319,4,1
AFADDE9K,环西路-纬中路,2024-05-01 11:02:10.871,2024-05-01 11:55:25.319,3,1
AFADDE9K,环西路-纬中路,2024-05-01 19:13:22.130,2024-05-01 20:31:19.239,3,5
AFADDE9K,环西路-纬中路,2024-05-01 20:00:52.721,2024-05-01 20:57:34.983,5,8
AFADDE9K,环西路-纬中路,2024-05-01 20:01:19.239,2024-05-01 20:57:34.983,4,8
AFADDE9K,环西路-纬中路,2024-05-01 20:14:44.813,2024-05-01 21:40:22.880,4,8
AFADDE9K,环西路-纬中路,2024-05-01 20:15:24.035,2024-05-01 21:40:22.880,3,8
AFADDE9K,环西路-纬中路,2024-05-01 21:10:22.880,2024-05-01 22:35:10.543,4,5
AFADDE9K,环西路-纬中路,2024-05-01 22:03:02.906,2024-05-01 22:44:35.877,4,2
AFADDE9K,环西路-纬中路,2024-05-01 22:05:04.497,2024-05-01 22:44:35.877,3,1
AFADDE9K,环西路-纬中路,2024-05-02 08:42:33.981,2024-05-02 09:36:57.302,4,3
AFADDE9K,环西路-纬中路,2024-05-02 08:46:28.941,2024-05-02 09:36:57.302,3,3
AFADDE9K,环西路-纬中路,2024-05-02 09:05:36.347,2024-05-02 10:18:36.956,3,4
AFADDE9K,环西路-纬中路,2024-05-03 09:55:11.711,2024-05-03 11:09:01.191,3,2
AFADDE9K,环西路-纬中路,2024-05-03 10:39:01.191,2024-05-03 11:38:49.176,3,3
AFADDE9K,环西路-纬中路,2024-05-03 11:05:54.127,2024-05-03 12:24:00.242,3,4
AFADDE9K,环西路-纬中路,2024-05-04 19:35:36.356,2024-05-04 20:08:47.119,3,1
AFADDE9K,环西路-纬中路,2024-05-05 11:07:12.836,2024-05-05 11:58:23.598,3,2
AFADDE9K,环西路-纬中路,2024-05-05 21:11:39.341,2024-05-05 21:50:51.464,4,1
AFADDE9K,环西路-纬中路,2024-05-05 21:11:42.663,2024-05-05 21:50:51.464,3,1
AFADDE9K,经一路-纬中路,2024-05-01 19:14:16.399,2024-05-01 20:27:52.073,3,5
AFADDE9K,经一路-纬中路,2024-05-01 19:19:03.788,2024-05-01 20:46:29.972,3,7
AFADDE9K,经一路-纬中路,2024-05-01 19:57:52.073,2024-05-01 21:19:05.997,4,10
AFADDE9K,经一路-纬中路,2024-05-01 20:16:29.972,2024-05-01 21:19:05.997,3,6
AFADDE9K,经中路-环北路,2024-05-04 10:21:17.810,2024-05-04 11:06:32.945,3,4
AFADDE9K,经三路-纬中路,2024-05-01 19:54:12.768,2024-05-01 21:17:32.857,3,10
AFADDE9K,经二路-纬中路,2024-05-01 19:55:49.539,2024-05-01 21:18:25.378,3,10
AFADDE9K,经中路-纬中路,2024-05-04 09:37:24.000,2024-05-04 10:32:36.000,4,3
AFADDE9K,经中路-纬中路,2024-05-04 09:43:28.000,2024-05-04 11:09:26.000,4,6
AFADDE9K,经中路-纬中路,2024-05-04 09:57:31.000,2024-05-04 11:18:54.000,4,5
AFADDE9K,经中路-纬中路,2024-05-04 10:02:36.000,2024-05-04 11:18:54.000,3,4
AFADDE9K,经中路-纬中路,2024-05-04 20:46:03.000,2024-05-04 22:06:13.000,4,5
AFADDE9K,经中路-纬中路,2024-05-04 20:48:31.000,2024-05-04 22:06:13.000,3,5
AFAE456K,环西路-纬中路,2024-05-02 09:33:38.565,2024-05-02 10:59:24.848,5,8
AFAE456K,环西路-纬中路,2024-05-02 10:10:32.774,2024-05-02 11:06:12.364,5,5
AFAE456K,环西路-纬中路,2024-05-02 10:10:36.980,2024-05-02 11:06:12.364,4,5
AFAE456K,环西路-纬中路,2024-05-02 10:29:21.114,2024-05-02 11:58:50.584,6,6
AFAE456K,环西路-纬中路,2024-05-02 10:29:24.848,2024-05-02 11:58:50.584,5,6
AFAE456K,环西路-纬中路,2024-05-02 10:36:12.364,2024-05-02 11:59:35.964,5,6
AFAE456K,环西路-纬中路,2024-05-02 11:24:46.687,2024-05-02 11:59:35.964,4,4
AFAE456K,环西路-纬中路,2024-05-02 11:24:51.854,2024-05-02 11:59:35.964,3,4
AFAE456K,环西路-纬中路,2024-05-05 22:49:59.880,2024-05-05 23:29:23.496,4,3
AFAE456K,环西路-纬中路,2024-05-05 22:50:05.632,2024-05-05 23:29:23.496,3,3
AFAE4EZ,环西路-纬中路,2024-05-04 20:38:01.506,2024-05-04 22:07:53.053,4,1
AFAE4EZ,环西路-纬中路,2024-05-04 20:38:11.398,2024-05-04 22:07:53.053,3,1
AFAE579K,环西路-纬中路,2024-05-01 17:06:44.744,2024-05-01 18:10:58.420,5,2
AFAE579K,环西路-纬中路,2024-05-01 17:12:54.570,2024-05-01 18:10:58.420,4,2
AFAE579K,环西路-纬中路,2024-05-01 17:39:15.374,2024-05-01 18:10:58.420,3,1
AFAE579K,环西路-纬中路,2024-05-01 21:47:57.080,2024-05-01 22:28:16.091,3,4
AFAE58AK,环西路-纬中路,2024-05-03 17:24:23.186,2024-05-03 18:21:57.489,3,3
AFAE65BK,环西路-纬中路,2024-05-05 18:25:07.451,2024-05-05 19:25:02.713,3,2
AFAE6D8K,纬中路-景区出入口,2024-05-02 16:42:28.732,2024-05-02 17:30:08.485,3,2
AFAE6D8K,纬中路-景区出入口,2024-05-03 17:49:00.895,2024-05-03 19:09:23.878,5,9
AFAE6D8K,纬中路-景区出入口,2024-05-03 17:53:41.720,2024-05-03 19:09:23.878,4,9
AFAE6D8K,纬中路-景区出入口,2024-05-03 18:00:18.525,2024-05-03 19:09:23.878,3,9
AFAE6D8K,纬中路-景区出入口,2024-05-03 21:12:04.548,2024-05-03 22:33:34.011,4,6
AFAE6D8K,纬中路-景区出入口,2024-05-03 21:14:04.949,2024-05-03 22:33:34.011,3,6
AFAE6D8K,环西路-纬中路,2024-05-04 13:02:28.410,2024-05-04 14:05:17.854,3,2
AFAE6D8K,环西路-纬中路,2024-05-04 13:26:14.464,2024-05-04 14:40:52.228,4,4
AFAE6D8K,环西路-纬中路,2024-05-04 13:35:17.854,2024-05-04 14:40:52.228,3,4
AFAE6D8K,经中路-纬中路,2024-05-03 17:57:33.000,2024-05-03 19:12:37.000,3,9
AFAE76D,环西路-纬中路,2024-05-01 22:30:01.397,2024-05-01 23:03:51.344,4,2
AFAE76D,环西路-纬中路,2024-05-01 22:30:40.840,2024-05-01 23:03:51.344,3,2
AFAE76D,经一路-纬中路,2024-05-03 22:29:30.965,2024-05-03 23:40:05.667,3,3
AFAE772,环西路-纬中路,2024-05-05 19:37:33.946,2024-05-05 20:58:03.894,3,2
AFAE77Z,环西路-纬中路,2024-05-02 18:41:12.296,2024-05-02 19:54:39.570,3,2
AFAE786M,环西路-纬中路,2024-05-04 14:07:04.140,2024-05-04 15:35:25.338,3,2
AFAE7CB,环西路-纬中路,2024-05-02 12:00:31.328,2024-05-02 12:55:00.021,4,1
AFAE7CB,环西路-纬中路,2024-05-02 12:00:54.240,2024-05-02 12:55:00.021,3,1
AFAE7D8K,环西路-纬中路,2024-05-01 19:12:28.717,2024-05-01 20:39:08.544,3,5
AFAE7D8K,环西路-纬中路,2024-05-01 20:08:55.754,2024-05-01 21:00:21.821,4,2
AFAE7D8K,环西路-纬中路,2024-05-01 20:09:08.544,2024-05-01 21:00:21.821,3,2
AFAE7D8K,环西路-纬中路,2024-05-01 21:37:42.797,2024-05-01 22:30:34.282,3,4
AFAE7D8K,环西路-纬中路,2024-05-02 18:31:16.075,2024-05-02 19:45:23.409,6,4
AFAE7D8K,环西路-纬中路,2024-05-02 18:31:22.282,2024-05-02 19:45:23.409,5,4
AFAE7D8K,环西路-纬中路,2024-05-02 18:43:20.278,2024-05-02 19:45:23.409,4,3
AFAE7D8K,环西路-纬中路,2024-05-02 19:10:11.356,2024-05-02 19:45:23.409,3,2
AFAE7D8K,环西路-纬中路,2024-05-03 11:22:46.404,2024-05-03 12:23:39.857,6,8
AFAE7D8K,环西路-纬中路,2024-05-03 11:30:34.156,2024-05-03 12:23:39.857,5,8
AFAE7D8K,环西路-纬中路,2024-05-03 11:30:38.505,2024-05-03 12:23:39.857,4,8
AFAE7D8K,环西路-纬中路,2024-05-03 11:47:11.455,2024-05-03 12:23:39.857,3,4
AFAE7D8K,环西路-纬中路,2024-05-03 19:43:55.323,2024-05-03 20:39:06.969,4,2
AFAE7D8K,环西路-纬中路,2024-05-03 19:44:15.226,2024-05-03 20:39:06.969,3,2
AFAE7D8K,环西路-纬中路,2024-05-03 20:06:27.874,2024-05-03 21:24:25.164,4,4
AFAE7D8K,环西路-纬中路,2024-05-03 20:09:06.969,2024-05-03 21:24:25.164,3,4
AFAE7D8K,环西路-纬中路,2024-05-03 20:52:40.585,2024-05-03 21:44:19.065,4,5
AFAE7D8K,环西路-纬中路,2024-05-03 20:54:25.164,2024-05-03 21:44:19.065,3,4
AFAE7D8K,环西路-纬中路,2024-05-05 15:52:57.743,2024-05-05 16:28:44.298,4,1
AFAE7D8K,环西路-纬中路,2024-05-05 15:53:03.297,2024-05-05 16:28:44.298,3,1
AFAE7D8K,环西路-纬中路,2024-05-05 16:58:56.688,2024-05-05 17:39:13.979,3,1
AFAE7D8K,经中路-纬中路,2024-05-03 12:11:05.000,2024-05-03 13:34:51.000,3,8
AFAE7D8K,经一路-纬中路,2024-05-01 21:39:01.021,2024-05-01 22:29:07.987,3,4
AFAE7D8K,经二路-纬中路,2024-05-03 11:20:25.737,2024-05-03 12:27:49.708,4,9
AFAE7D8K,经二路-纬中路,2024-05-03 11:26:43.669,2024-05-03 12:27:49.708,3,9
AFAE7D8K,纬中路-景区出入口,2024-05-01 21:03:29.166,2024-05-01 22:13:44.685,3,5
AFAE7D8K,纬中路-景区出入口,2024-05-03 12:59:20.326,2024-05-03 14:20:16.138,3,6
AFAE7D8K,纬中路-景区出入口,2024-05-03 17:06:43.478,2024-05-03 17:53:50.442,3,8
AFAE958K,环西路-纬中路,2024-05-01 08:40:08.604,2024-05-01 09:23:31.993,3,4
AFAE986K,环西路-纬中路,2024-05-05 13:13:48.816,2024-05-05 14:29:10.618,3,1
AFAE986K,经中路-环北路,2024-05-05 14:31:08.189,2024-05-05 15:38:05.602,4,5
AFAE986K,经中路-环北路,2024-05-05 14:50:58.832,2024-05-05 15:38:05.602,3,3
AFAE986K,经中路-纬中路,2024-05-05 14:33:46.000,2024-05-05 15:58:24.000,5,7
AFAE986K,经中路-纬中路,2024-05-05 14:48:53.000,2024-05-05 15:58:24.000,4,5
AFAE986K,经中路-纬中路,2024-05-05 15:10:27.000,2024-05-05 15:58:24.000,3,5
AFAE9A7K,环西路-纬中路,2024-05-04 19:09:30.891,2024-05-04 19:47:04.522,4,1
AFAE9A7K,环西路-纬中路,2024-05-04 19:09:54.638,2024-05-04 19:47:04.522,3,1
AFAE9A9K,环西路-纬中路,2024-05-03 11:46:27.970,2024-05-03 13:01:10.828,4,2
AFAE9A9K,环西路-纬中路,2024-05-03 11:46:32.644,2024-05-03 13:01:10.828,3,2
AFAEA6FK,经一路-纬中路,2024-05-01 08:28:15.314,2024-05-01 09:51:30.500,3,5
AFAEA6FK,经一路-纬中路,2024-05-01 20:41:31.610,2024-05-01 21:58:15.912,3,11
AFAEA6FK,环西路-纬中路,2024-05-01 07:31:43.050,2024-05-01 08:59:42.799,3,2
AFAEA6FK,环西路-纬中路,2024-05-01 08:28:51.335,2024-05-01 09:39:27.760,6,4
AFAEA6FK,环西路-纬中路,2024-05-01 08:29:42.799,2024-05-01 09:39:27.760,5,4
AFAEA6FK,环西路-纬中路,2024-05-01 08:32:17.552,2024-05-01 09:39:27.760,4,4
AFAEA6FK,环西路-纬中路,2024-05-01 08:32:29.497,2024-05-01 09:39:27.760,3,4
AFAEA6FK,环西路-纬中路,2024-05-01 20:35:11.490,2024-05-01 22:00:49.495,7,11
AFAEA6FK,环西路-纬中路,2024-05-01 20:35:33.544,2024-05-01 22:00:49.495,6,11
AFAEA6FK,环西路-纬中路,2024-05-01 20:40:08.560,2024-05-01 22:00:49.495,5,11
AFAEA6FK,环西路-纬中路,2024-05-01 21:08:08.436,2024-05-01 22:00:49.495,4,9
AFAEA6FK,环西路-纬中路,2024-05-01 21:09:11.983,2024-05-01 22:00:49.495,3,8
AFAEA6FK,环西路-纬中路,2024-05-01 21:30:43.327,2024-05-01 22:59:30.009,4,9
AFAEA6FK,环西路-纬中路,2024-05-01 21:30:49.495,2024-05-01 22:59:30.009,3,9
AFAEA6FK,环西路-纬中路,2024-05-02 09:00:31.409,2024-05-02 09:50:17.365,7,3
AFAEA6FK,环西路-纬中路,2024-05-02 09:00:34.798,2024-05-02 09:50:17.365,6,3
AFAEA6FK,环西路-纬中路,2024-05-02 09:05:53.272,2024-05-02 09:50:17.365,5,3
AFAEA6FK,环西路-纬中路,2024-05-02 09:07:00.342,2024-05-02 09:50:17.365,4,3
AFAEA6FK,环西路-纬中路,2024-05-02 09:14:40.241,2024-05-02 09:50:17.365,3,3
AFAEA6FK,环西路-纬中路,2024-05-03 09:03:16.695,2024-05-03 10:08:03.664,3,2
AFAEA6FK,环西路-纬中路,2024-05-03 12:28:59.197,2024-05-03 13:05:56.211,3,1
AFAEA6FK,环西路-纬中路,2024-05-03 16:20:04.484,2024-05-03 17:49:55.633,4,7
AFAEA6FK,环西路-纬中路,2024-05-03 17:16:24.910,2024-05-03 18:09:23.656,6,4
AFAEA6FK,环西路-纬中路,2024-05-03 17:16:36.121,2024-05-03 18:09:23.656,5,4
AFAEA6FK,环西路-纬中路,2024-05-03 17:19:55.633,2024-05-03 18:09:23.656,4,4
AFAEA6FK,环西路-纬中路,2024-05-03 17:34:37.850,2024-05-03 18:09:23.656,3,2
AFAEA6FK,环西路-纬中路,2024-05-03 21:23:54.766,2024-05-03 22:07:18.238,4,3
AFAEA6FK,环西路-纬中路,2024-05-03 21:23:59.553,2024-05-03 22:07:18.238,3,3
AFAEA6FK,环西路-纬中路,2024-05-04 13:46:58.527,2024-05-04 14:59:28.506,4,5
AFAEA6FK,环西路-纬中路,2024-05-04 13:50:27.665,2024-05-04 14:59:28.506,3,5
AFAEA6FK,环西路-纬中路,2024-05-05 14:30:58.408,2024-05-05 15:25:55.821,3,1
AFAEA6FK,环西路-纬中路,2024-05-05 14:51:46.060,2024-05-05 16:19:43.416,4,2
AFAEA6FK,环西路-纬中路,2024-05-05 14:55:55.821,2024-05-05 16:19:43.416,3,2
AFAEA6FK,环西路-纬中路,2024-05-05 15:49:41.308,2024-05-05 16:31:38.393,4,2
AFAEA6FK,环西路-纬中路,2024-05-05 15:49:43.416,2024-05-05 16:31:38.393,3,2
AFAEA6FK,经二路-纬中路,2024-05-01 20:43:01.529,2024-05-01 21:56:50.498,3,11
AFAEA6FK,经三路-纬中路,2024-05-01 19:59:20.695,2024-05-01 21:23:54.048,3,7
AFAEA6FK,经三路-纬中路,2024-05-01 20:44:10.018,2024-05-01 22:07:47.584,5,12
AFAEA6FK,经三路-纬中路,2024-05-01 20:53:54.048,2024-05-01 22:07:47.584,4,11
AFAEA6FK,经三路-纬中路,2024-05-01 21:13:20.945,2024-05-01 22:07:47.584,3,9
AFAEA6FK,经三路-纬中路,2024-05-03 16:25:34.898,2024-05-03 17:42:26.188,3,7
AFAEA6FK,经三路-纬中路,2024-05-03 16:35:31.934,2024-05-03 18:01:30.895,3,8
AFAEA6FK,经三路-纬中路,2024-05-05 13:31:01.000,2024-05-05 14:58:31.931,3,5
AFAEA6FK,纬中路-景区出入口,2024-05-01 20:48:58.500,2024-05-01 22:11:13.088,3,12
AFAEA6FK,纬中路-景区出入口,2024-05-02 18:08:53.870,2024-05-02 19:11:16.311,3,5
AFAEA6FK,纬中路-景区出入口,2024-05-04 17:06:28.032,2024-05-04 17:53:55.840,3,6
AFAEA6FK,纬中路-景区出入口,2024-05-05 09:51:09.343,2024-05-05 10:25:33.629,3,3
AFAEA6FK,纬中路-景区出入口,2024-05-05 17:13:16.466,2024-05-05 18:34:08.207,3,7
AFAEA6FK,纬中路-景区出入口,2024-05-05 17:37:06.145,2024-05-05 18:45:13.506,3,5
AFAEA6FK,经中路-纬中路,2024-05-03 11:26:36.000,2024-05-03 12:34:02.000,4,3
AFAEA6FK,经中路-纬中路,2024-05-03 11:34:00.000,2024-05-03 12:34:02.000,3,3
AFAEA6FK,经中路-纬中路,2024-05-04 06:39:40.000,2024-05-04 08:04:28.000,3,3
AFAEA6FK,经中路-纬中路,2024-05-04 07:24:41.000,2024-05-04 08:46:01.000,4,4
AFAEA6FK,经中路-纬中路,2024-05-04 07:34:28.000,2024-05-04 08:46:01.000,3,4
AFAEA6FK,经中路-纬中路,2024-05-05 17:11:08.000,2024-05-05 18:33:10.000,3,6
AFAEA6FK,经中路-纬中路,2024-05-05 17:38:42.000,2024-05-05 18:47:47.000,3,5
AFAEA6FK,经五路-纬中路,2024-05-05 07:45:15.465,2024-05-05 09:04:31.077,3,3
AFAEA6FK,经五路-纬中路,2024-05-05 08:29:53.426,2024-05-05 09:25:23.516,3,2
AFAEABBK,环西路-纬中路,2024-05-02 15:33:50.276,2024-05-02 16:19:01.137,3,1
AFAEABBK,经三路-纬中路,2024-05-02 15:37:59.018,2024-05-02 16:15:30.795,3,1
AFAEB63,环西路-纬中路,2024-05-04 09:43:22.735,2024-05-04 10:25:11.363,4,1
AFAEB63,环西路-纬中路,2024-05-04 09:44:17.335,2024-05-04 10:25:11.363,3,1
AFAEB63,环西路-纬中路,2024-05-05 09:48:48.951,2024-05-05 10:28:28.433,3,2
AFAEB63,环西路-纬中路,2024-05-05 11:32:17.057,2024-05-05 12:31:56.038,3,3
AFAEB6C,环西路-纬中路,2024-05-03 11:33:26.161,2024-05-03 12:04:45.652,3,1
AFAEB79K,经中路-纬一路,2024-05-02 07:10:13.000,2024-05-02 08:02:13.000,3,4
AFAEB79K,经三路-纬中路,2024-05-04 10:10:22.801,2024-05-04 11:00:28.574,3,4
AFAEB79K,经三路-纬中路,2024-05-05 08:05:28.697,2024-05-05 09:17:25.834,3,6
AFAEB79K,经三路-纬中路,2024-05-05 13:44:28.125,2024-05-05 14:29:33.382,3,3
AFAEB79K,纬中路-景区出入口,2024-05-02 06:03:24.962,2024-05-02 07:17:15.207,4,7
