交叉口,时间段,车辆数,车辆密度,日期
环西路-纬中路,2024-05-04 04:00:00,202,202.0,2024-05-04
环西路-纬中路,2024-05-04 05:00:00,362,362.0,2024-05-04
环西路-纬中路,2024-05-04 06:00:00,1043,1043.0,2024-05-04
环西路-纬中路,2024-05-04 07:00:00,2512,2512.0,2024-05-04
环西路-纬中路,2024-05-04 08:00:00,3061,3061.0,2024-05-04
环西路-纬中路,2024-05-04 09:00:00,3266,3266.0,2024-05-04
环西路-纬中路,2024-05-04 10:00:00,3277,3277.0,2024-05-04
环西路-纬中路,2024-05-04 11:00:00,3343,3343.0,2024-05-04
环西路-纬中路,2024-05-04 12:00:00,3526,3526.0,2024-05-04
环西路-纬中路,2024-05-04 13:00:00,4099,4099.0,2024-05-04
环西路-纬中路,2024-05-04 14:00:00,3971,3971.0,2024-05-04
环西路-纬中路,2024-05-04 15:00:00,3085,3085.0,2024-05-04
环西路-纬中路,2024-05-04 16:00:00,1275,1275.0,2024-05-04
环西路-纬中路,2024-05-04 17:00:00,1934,1934.0,2024-05-04
环西路-纬中路,2024-05-04 18:00:00,2765,2765.0,2024-05-04
环西路-纬中路,2024-05-04 19:00:00,3819,3819.0,2024-05-04
环西路-纬中路,2024-05-04 20:00:00,3708,3708.0,2024-05-04
环西路-纬中路,2024-05-04 21:00:00,2706,2706.0,2024-05-04
环西路-纬中路,2024-05-04 22:00:00,1581,1581.0,2024-05-04
环西路-纬中路,2024-05-04 23:00:00,1195,1195.0,2024-05-04
纬中路-景区出入口,2024-05-04 00:00:00,226,226.0,2024-05-04
纬中路-景区出入口,2024-05-04 01:00:00,126,126.0,2024-05-04
纬中路-景区出入口,2024-05-04 02:00:00,55,55.0,2024-05-04
纬中路-景区出入口,2024-05-04 03:00:00,37,37.0,2024-05-04
纬中路-景区出入口,2024-05-04 04:00:00,37,37.0,2024-05-04
纬中路-景区出入口,2024-05-04 05:00:00,100,100.0,2024-05-04
纬中路-景区出入口,2024-05-04 06:00:00,332,332.0,2024-05-04
纬中路-景区出入口,2024-05-04 07:00:00,647,647.0,2024-05-04
纬中路-景区出入口,2024-05-04 08:00:00,974,974.0,2024-05-04
纬中路-景区出入口,2024-05-04 09:00:00,1191,1191.0,2024-05-04
纬中路-景区出入口,2024-05-04 10:00:00,1587,1587.0,2024-05-04
纬中路-景区出入口,2024-05-04 11:00:00,1688,1688.0,2024-05-04
纬中路-景区出入口,2024-05-04 12:00:00,1584,1584.0,2024-05-04
纬中路-景区出入口,2024-05-04 13:00:00,1429,1429.0,2024-05-04
纬中路-景区出入口,2024-05-04 14:00:00,1597,1597.0,2024-05-04
纬中路-景区出入口,2024-05-04 15:00:00,1506,1506.0,2024-05-04
纬中路-景区出入口,2024-05-04 16:00:00,1602,1602.0,2024-05-04
纬中路-景区出入口,2024-05-04 17:00:00,1561,1561.0,2024-05-04
纬中路-景区出入口,2024-05-04 18:00:00,1381,1381.0,2024-05-04
纬中路-景区出入口,2024-05-04 19:00:00,1328,1328.0,2024-05-04
纬中路-景区出入口,2024-05-04 20:00:00,1055,1055.0,2024-05-04
纬中路-景区出入口,2024-05-04 21:00:00,747,747.0,2024-05-04
纬中路-景区出入口,2024-05-04 22:00:00,449,449.0,2024-05-04
纬中路-景区出入口,2024-05-04 23:00:00,319,319.0,2024-05-04
经一路-纬中路,2024-05-04 00:00:00,376,376.0,2024-05-04
经一路-纬中路,2024-05-04 01:00:00,224,224.0,2024-05-04
经一路-纬中路,2024-05-04 02:00:00,97,97.0,2024-05-04
经一路-纬中路,2024-05-04 03:00:00,69,69.0,2024-05-04
经一路-纬中路,2024-05-04 04:00:00,89,89.0,2024-05-04
经一路-纬中路,2024-05-04 05:00:00,157,157.0,2024-05-04
经一路-纬中路,2024-05-04 06:00:00,388,388.0,2024-05-04
经一路-纬中路,2024-05-04 07:00:00,899,899.0,2024-05-04
经一路-纬中路,2024-05-04 08:00:00,1293,1293.0,2024-05-04
经一路-纬中路,2024-05-04 09:00:00,1377,1377.0,2024-05-04
经一路-纬中路,2024-05-04 10:00:00,1394,1394.0,2024-05-04
经一路-纬中路,2024-05-04 11:00:00,1533,1533.0,2024-05-04
经一路-纬中路,2024-05-04 12:00:00,448,448.0,2024-05-04
经一路-纬中路,2024-05-04 14:00:00,797,797.0,2024-05-04
经一路-纬中路,2024-05-04 15:00:00,1088,1088.0,2024-05-04
经一路-纬中路,2024-05-04 18:00:00,1126,1126.0,2024-05-04
经一路-纬中路,2024-05-04 19:00:00,1638,1638.0,2024-05-04
经一路-纬中路,2024-05-04 20:00:00,1369,1369.0,2024-05-04
经一路-纬中路,2024-05-04 21:00:00,1103,1103.0,2024-05-04
经一路-纬中路,2024-05-04 22:00:00,640,640.0,2024-05-04
经一路-纬中路,2024-05-04 23:00:00,633,633.0,2024-05-04
经三路-纬中路,2024-05-04 00:00:00,298,298.0,2024-05-04
经三路-纬中路,2024-05-04 01:00:00,148,148.0,2024-05-04
经三路-纬中路,2024-05-04 02:00:00,58,58.0,2024-05-04
经三路-纬中路,2024-05-04 03:00:00,51,51.0,2024-05-04
经三路-纬中路,2024-05-04 04:00:00,61,61.0,2024-05-04
经三路-纬中路,2024-05-04 05:00:00,144,144.0,2024-05-04
经三路-纬中路,2024-05-04 06:00:00,423,423.0,2024-05-04
经三路-纬中路,2024-05-04 07:00:00,853,853.0,2024-05-04
经三路-纬中路,2024-05-04 08:00:00,1223,1223.0,2024-05-04
经三路-纬中路,2024-05-04 09:00:00,1318,1318.0,2024-05-04
经三路-纬中路,2024-05-04 10:00:00,1250,1250.0,2024-05-04
经三路-纬中路,2024-05-04 11:00:00,1378,1378.0,2024-05-04
经三路-纬中路,2024-05-04 12:00:00,1397,1397.0,2024-05-04
经三路-纬中路,2024-05-04 13:00:00,1380,1380.0,2024-05-04
经三路-纬中路,2024-05-04 14:00:00,1312,1312.0,2024-05-04
经三路-纬中路,2024-05-04 15:00:00,1059,1059.0,2024-05-04
经三路-纬中路,2024-05-04 18:00:00,1011,1011.0,2024-05-04
经三路-纬中路,2024-05-04 19:00:00,1345,1345.0,2024-05-04
经三路-纬中路,2024-05-04 20:00:00,1137,1137.0,2024-05-04
经三路-纬中路,2024-05-04 21:00:00,836,836.0,2024-05-04
经三路-纬中路,2024-05-04 22:00:00,525,525.0,2024-05-04
经三路-纬中路,2024-05-04 23:00:00,488,488.0,2024-05-04
经中路-环北路,2024-05-04 00:00:00,232,232.0,2024-05-04
经中路-环北路,2024-05-04 01:00:00,128,128.0,2024-05-04
经中路-环北路,2024-05-04 02:00:00,71,71.0,2024-05-04
经中路-环北路,2024-05-04 03:00:00,78,78.0,2024-05-04
经中路-环北路,2024-05-04 04:00:00,62,62.0,2024-05-04
经中路-环北路,2024-05-04 05:00:00,224,224.0,2024-05-04
经中路-环北路,2024-05-04 06:00:00,555,555.0,2024-05-04
经中路-环北路,2024-05-04 07:00:00,1059,1059.0,2024-05-04
经中路-环北路,2024-05-04 08:00:00,1287,1287.0,2024-05-04
经中路-环北路,2024-05-04 09:00:00,1147,1147.0,2024-05-04
经中路-环北路,2024-05-04 10:00:00,1619,1619.0,2024-05-04
经中路-环北路,2024-05-04 11:00:00,1662,1662.0,2024-05-04
经中路-环北路,2024-05-04 12:00:00,1642,1642.0,2024-05-04
经中路-环北路,2024-05-04 13:00:00,1690,1690.0,2024-05-04
经中路-环北路,2024-05-04 14:00:00,1783,1783.0,2024-05-04
经中路-环北路,2024-05-04 15:00:00,1602,1602.0,2024-05-04
经中路-环北路,2024-05-04 16:00:00,1834,1834.0,2024-05-04
经中路-环北路,2024-05-04 17:00:00,1853,1853.0,2024-05-04
经中路-环北路,2024-05-04 18:00:00,1344,1344.0,2024-05-04
经中路-环北路,2024-05-04 19:00:00,1244,1244.0,2024-05-04
经中路-环北路,2024-05-04 20:00:00,1084,1084.0,2024-05-04
经中路-环北路,2024-05-04 21:00:00,727,727.0,2024-05-04
经中路-环北路,2024-05-04 22:00:00,477,477.0,2024-05-04
经中路-环北路,2024-05-04 23:00:00,293,293.0,2024-05-04
经中路-环南路,2024-05-04 00:00:00,379,379.0,2024-05-04
经中路-环南路,2024-05-04 01:00:00,233,233.0,2024-05-04
经中路-环南路,2024-05-04 02:00:00,102,102.0,2024-05-04
经中路-环南路,2024-05-04 03:00:00,104,104.0,2024-05-04
经中路-环南路,2024-05-04 04:00:00,124,124.0,2024-05-04
经中路-环南路,2024-05-04 05:00:00,294,294.0,2024-05-04
经中路-环南路,2024-05-04 06:00:00,809,809.0,2024-05-04
经中路-环南路,2024-05-04 07:00:00,1555,1555.0,2024-05-04
经中路-环南路,2024-05-04 08:00:00,1959,1959.0,2024-05-04
经中路-环南路,2024-05-04 09:00:00,2132,2132.0,2024-05-04
经中路-环南路,2024-05-04 10:00:00,2183,2183.0,2024-05-04
经中路-环南路,2024-05-04 11:00:00,2332,2332.0,2024-05-04
经中路-环南路,2024-05-04 12:00:00,2195,2195.0,2024-05-04
经中路-环南路,2024-05-04 13:00:00,2316,2316.0,2024-05-04
经中路-环南路,2024-05-04 14:00:00,2204,2204.0,2024-05-04
经中路-环南路,2024-05-04 15:00:00,2211,2211.0,2024-05-04
经中路-环南路,2024-05-04 16:00:00,2427,2427.0,2024-05-04
经中路-环南路,2024-05-04 17:00:00,2436,2436.0,2024-05-04
经中路-环南路,2024-05-04 18:00:00,2075,2075.0,2024-05-04
经中路-环南路,2024-05-04 19:00:00,1935,1935.0,2024-05-04
经中路-环南路,2024-05-04 20:00:00,1602,1602.0,2024-05-04
经中路-环南路,2024-05-04 21:00:00,1092,1092.0,2024-05-04
经中路-环南路,2024-05-04 22:00:00,774,774.0,2024-05-04
经中路-环南路,2024-05-04 23:00:00,641,641.0,2024-05-04
经中路-纬一路,2024-05-04 00:00:00,361,361.0,2024-05-04
经中路-纬一路,2024-05-04 01:00:00,222,222.0,2024-05-04
经中路-纬一路,2024-05-04 02:00:00,139,139.0,2024-05-04
经中路-纬一路,2024-05-04 03:00:00,125,125.0,2024-05-04
经中路-纬一路,2024-05-04 04:00:00,141,141.0,2024-05-04
经中路-纬一路,2024-05-04 05:00:00,260,260.0,2024-05-04
经中路-纬一路,2024-05-04 06:00:00,650,650.0,2024-05-04
经中路-纬一路,2024-05-04 07:00:00,1116,1116.0,2024-05-04
经中路-纬一路,2024-05-04 08:00:00,1529,1529.0,2024-05-04
经中路-纬一路,2024-05-04 09:00:00,1620,1620.0,2024-05-04
经中路-纬一路,2024-05-04 10:00:00,1710,1710.0,2024-05-04
经中路-纬一路,2024-05-04 11:00:00,1775,1775.0,2024-05-04
经中路-纬一路,2024-05-04 12:00:00,1846,1846.0,2024-05-04
经中路-纬一路,2024-05-04 13:00:00,1748,1748.0,2024-05-04
经中路-纬一路,2024-05-04 14:00:00,1803,1803.0,2024-05-04
经中路-纬一路,2024-05-04 15:00:00,1722,1722.0,2024-05-04
经中路-纬一路,2024-05-04 16:00:00,2007,2007.0,2024-05-04
经中路-纬一路,2024-05-04 17:00:00,1991,1991.0,2024-05-04
经中路-纬一路,2024-05-04 18:00:00,1601,1601.0,2024-05-04
经中路-纬一路,2024-05-04 19:00:00,1511,1511.0,2024-05-04
经中路-纬一路,2024-05-04 20:00:00,1408,1408.0,2024-05-04
经中路-纬一路,2024-05-04 21:00:00,999,999.0,2024-05-04
经中路-纬一路,2024-05-04 22:00:00,687,687.0,2024-05-04
经中路-纬一路,2024-05-04 23:00:00,566,566.0,2024-05-04
经中路-纬中路,2024-05-04 00:00:00,481,481.0,2024-05-04
经中路-纬中路,2024-05-04 01:00:00,262,262.0,2024-05-04
经中路-纬中路,2024-05-04 02:00:00,149,149.0,2024-05-04
经中路-纬中路,2024-05-04 03:00:00,132,132.0,2024-05-04
经中路-纬中路,2024-05-04 04:00:00,174,174.0,2024-05-04
经中路-纬中路,2024-05-04 05:00:00,320,320.0,2024-05-04
经中路-纬中路,2024-05-04 06:00:00,812,812.0,2024-05-04
经中路-纬中路,2024-05-04 07:00:00,1461,1461.0,2024-05-04
经中路-纬中路,2024-05-04 08:00:00,1874,1874.0,2024-05-04
经中路-纬中路,2024-05-04 09:00:00,2164,2164.0,2024-05-04
经中路-纬中路,2024-05-04 10:00:00,2315,2315.0,2024-05-04
经中路-纬中路,2024-05-04 11:00:00,2374,2374.0,2024-05-04
经中路-纬中路,2024-05-04 12:00:00,2492,2492.0,2024-05-04
经中路-纬中路,2024-05-04 13:00:00,2448,2448.0,2024-05-04
经中路-纬中路,2024-05-04 14:00:00,2540,2540.0,2024-05-04
经中路-纬中路,2024-05-04 15:00:00,2419,2419.0,2024-05-04
经中路-纬中路,2024-05-04 16:00:00,2668,2668.0,2024-05-04
经中路-纬中路,2024-05-04 17:00:00,2222,2222.0,2024-05-04
经中路-纬中路,2024-05-04 18:00:00,2264,2264.0,2024-05-04
经中路-纬中路,2024-05-04 19:00:00,2121,2121.0,2024-05-04
经中路-纬中路,2024-05-04 20:00:00,1939,1939.0,2024-05-04
经中路-纬中路,2024-05-04 21:00:00,1421,1421.0,2024-05-04
经中路-纬中路,2024-05-04 22:00:00,884,884.0,2024-05-04
经中路-纬中路,2024-05-04 23:00:00,744,744.0,2024-05-04
经二路-纬中路,2024-05-04 00:00:00,183,183.0,2024-05-04
经二路-纬中路,2024-05-04 01:00:00,112,112.0,2024-05-04
经二路-纬中路,2024-05-04 02:00:00,52,52.0,2024-05-04
经二路-纬中路,2024-05-04 03:00:00,33,33.0,2024-05-04
经二路-纬中路,2024-05-04 04:00:00,47,47.0,2024-05-04
经二路-纬中路,2024-05-04 05:00:00,83,83.0,2024-05-04
经二路-纬中路,2024-05-04 06:00:00,234,234.0,2024-05-04
经二路-纬中路,2024-05-04 07:00:00,461,461.0,2024-05-04
经二路-纬中路,2024-05-04 08:00:00,725,725.0,2024-05-04
经二路-纬中路,2024-05-04 09:00:00,798,798.0,2024-05-04
经二路-纬中路,2024-05-04 10:00:00,788,788.0,2024-05-04
经二路-纬中路,2024-05-04 11:00:00,898,898.0,2024-05-04
经二路-纬中路,2024-05-04 12:00:00,375,375.0,2024-05-04
经二路-纬中路,2024-05-04 15:00:00,253,253.0,2024-05-04
经二路-纬中路,2024-05-04 16:00:00,1076,1076.0,2024-05-04
经二路-纬中路,2024-05-04 17:00:00,1034,1034.0,2024-05-04
经二路-纬中路,2024-05-04 18:00:00,878,878.0,2024-05-04
经二路-纬中路,2024-05-04 19:00:00,816,816.0,2024-05-04
经二路-纬中路,2024-05-04 20:00:00,732,732.0,2024-05-04
经二路-纬中路,2024-05-04 21:00:00,618,618.0,2024-05-04
经二路-纬中路,2024-05-04 22:00:00,358,358.0,2024-05-04
经二路-纬中路,2024-05-04 23:00:00,318,318.0,2024-05-04
经五路-纬中路,2024-05-04 01:00:00,3,3.0,2024-05-04
经五路-纬中路,2024-05-04 02:00:00,9,9.0,2024-05-04
经五路-纬中路,2024-05-04 03:00:00,10,10.0,2024-05-04
经五路-纬中路,2024-05-04 04:00:00,18,18.0,2024-05-04
经五路-纬中路,2024-05-04 05:00:00,41,41.0,2024-05-04
经五路-纬中路,2024-05-04 06:00:00,134,134.0,2024-05-04
经五路-纬中路,2024-05-04 07:00:00,157,157.0,2024-05-04
经五路-纬中路,2024-05-04 10:00:00,470,470.0,2024-05-04
经五路-纬中路,2024-05-04 11:00:00,615,615.0,2024-05-04
经五路-纬中路,2024-05-04 12:00:00,654,654.0,2024-05-04
经五路-纬中路,2024-05-04 13:00:00,435,435.0,2024-05-04
经五路-纬中路,2024-05-04 15:00:00,166,166.0,2024-05-04
经五路-纬中路,2024-05-04 16:00:00,634,634.0,2024-05-04
经五路-纬中路,2024-05-04 17:00:00,518,518.0,2024-05-04
经五路-纬中路,2024-05-04 18:00:00,480,480.0,2024-05-04
经五路-纬中路,2024-05-04 19:00:00,401,401.0,2024-05-04
经五路-纬中路,2024-05-04 20:00:00,299,299.0,2024-05-04
经五路-纬中路,2024-05-04 21:00:00,215,215.0,2024-05-04
经五路-纬中路,2024-05-04 22:00:00,116,116.0,2024-05-04
经五路-纬中路,2024-05-04 23:00:00,68,68.0,2024-05-04
经四路-纬中路,2024-05-04 00:00:00,92,92.0,2024-05-04
经四路-纬中路,2024-05-04 01:00:00,56,56.0,2024-05-04
经四路-纬中路,2024-05-04 02:00:00,17,17.0,2024-05-04
经四路-纬中路,2024-05-04 03:00:00,20,20.0,2024-05-04
经四路-纬中路,2024-05-04 04:00:00,30,30.0,2024-05-04
经四路-纬中路,2024-05-04 05:00:00,65,65.0,2024-05-04
经四路-纬中路,2024-05-04 06:00:00,94,94.0,2024-05-04
经四路-纬中路,2024-05-04 07:00:00,115,115.0,2024-05-04
经四路-纬中路,2024-05-04 08:00:00,92,92.0,2024-05-04
经四路-纬中路,2024-05-04 09:00:00,59,59.0,2024-05-04
经四路-纬中路,2024-05-04 10:00:00,86,86.0,2024-05-04
经四路-纬中路,2024-05-04 11:00:00,98,98.0,2024-05-04
经四路-纬中路,2024-05-04 12:00:00,53,53.0,2024-05-04
经四路-纬中路,2024-05-04 13:00:00,96,96.0,2024-05-04
经四路-纬中路,2024-05-04 14:00:00,88,88.0,2024-05-04
经四路-纬中路,2024-05-04 15:00:00,78,78.0,2024-05-04
经四路-纬中路,2024-05-04 16:00:00,84,84.0,2024-05-04
经四路-纬中路,2024-05-04 17:00:00,110,110.0,2024-05-04
经四路-纬中路,2024-05-04 18:00:00,90,90.0,2024-05-04
经四路-纬中路,2024-05-04 19:00:00,96,96.0,2024-05-04
经四路-纬中路,2024-05-04 20:00:00,93,93.0,2024-05-04
经四路-纬中路,2024-05-04 21:00:00,90,90.0,2024-05-04
经四路-纬中路,2024-05-04 22:00:00,108,108.0,2024-05-04
经四路-纬中路,2024-05-04 23:00:00,86,86.0,2024-05-04
环东路-纬中路,2024-05-05 11:00:00,15,15.0,2024-05-05
环东路-纬中路,2024-05-05 12:00:00,2250,2250.0,2024-05-05
环东路-纬中路,2024-05-05 13:00:00,942,942.0,2024-05-05
环西路-纬中路,2024-05-05 00:00:00,692,692.0,2024-05-05
环西路-纬中路,2024-05-05 01:00:00,390,390.0,2024-05-05
环西路-纬中路,2024-05-05 02:00:00,232,232.0,2024-05-05
环西路-纬中路,2024-05-05 03:00:00,176,176.0,2024-05-05
环西路-纬中路,2024-05-05 04:00:00,153,153.0,2024-05-05
环西路-纬中路,2024-05-05 05:00:00,318,318.0,2024-05-05
环西路-纬中路,2024-05-05 06:00:00,1022,1022.0,2024-05-05
环西路-纬中路,2024-05-05 07:00:00,2491,2491.0,2024-05-05
环西路-纬中路,2024-05-05 08:00:00,2810,2810.0,2024-05-05
环西路-纬中路,2024-05-05 09:00:00,2924,2924.0,2024-05-05
环西路-纬中路,2024-05-05 10:00:00,2959,2959.0,2024-05-05
环西路-纬中路,2024-05-05 11:00:00,3606,3606.0,2024-05-05
环西路-纬中路,2024-05-05 12:00:00,3799,3799.0,2024-05-05
环西路-纬中路,2024-05-05 13:00:00,3637,3637.0,2024-05-05
环西路-纬中路,2024-05-05 14:00:00,3301,3301.0,2024-05-05
环西路-纬中路,2024-05-05 15:00:00,3656,3656.0,2024-05-05
环西路-纬中路,2024-05-05 16:00:00,4077,4077.0,2024-05-05
环西路-纬中路,2024-05-05 17:00:00,4400,4400.0,2024-05-05
环西路-纬中路,2024-05-05 18:00:00,3519,3519.0,2024-05-05
环西路-纬中路,2024-05-05 19:00:00,2957,2957.0,2024-05-05
环西路-纬中路,2024-05-05 20:00:00,2903,2903.0,2024-05-05
环西路-纬中路,2024-05-05 21:00:00,2114,2114.0,2024-05-05
环西路-纬中路,2024-05-05 22:00:00,1445,1445.0,2024-05-05
环西路-纬中路,2024-05-05 23:00:00,1229,1229.0,2024-05-05
纬中路-景区出入口,2024-05-05 00:00:00,178,178.0,2024-05-05
纬中路-景区出入口,2024-05-05 01:00:00,99,99.0,2024-05-05
纬中路-景区出入口,2024-05-05 02:00:00,61,61.0,2024-05-05
纬中路-景区出入口,2024-05-05 03:00:00,50,50.0,2024-05-05
纬中路-景区出入口,2024-05-05 04:00:00,51,51.0,2024-05-05
纬中路-景区出入口,2024-05-05 05:00:00,84,84.0,2024-05-05
纬中路-景区出入口,2024-05-05 06:00:00,236,236.0,2024-05-05
纬中路-景区出入口,2024-05-05 07:00:00,716,716.0,2024-05-05
纬中路-景区出入口,2024-05-05 08:00:00,809,809.0,2024-05-05
纬中路-景区出入口,2024-05-05 09:00:00,914,914.0,2024-05-05
纬中路-景区出入口,2024-05-05 10:00:00,1027,1027.0,2024-05-05
纬中路-景区出入口,2024-05-05 11:00:00,1245,1245.0,2024-05-05
纬中路-景区出入口,2024-05-05 12:00:00,1476,1476.0,2024-05-05
纬中路-景区出入口,2024-05-05 13:00:00,1363,1363.0,2024-05-05
纬中路-景区出入口,2024-05-05 14:00:00,1326,1326.0,2024-05-05
纬中路-景区出入口,2024-05-05 15:00:00,1183,1183.0,2024-05-05
纬中路-景区出入口,2024-05-05 16:00:00,1285,1285.0,2024-05-05
纬中路-景区出入口,2024-05-05 17:00:00,1077,1077.0,2024-05-05
纬中路-景区出入口,2024-05-05 18:00:00,924,924.0,2024-05-05
纬中路-景区出入口,2024-05-05 19:00:00,899,899.0,2024-05-05
纬中路-景区出入口,2024-05-05 20:00:00,650,650.0,2024-05-05
纬中路-景区出入口,2024-05-05 21:00:00,554,554.0,2024-05-05
纬中路-景区出入口,2024-05-05 22:00:00,381,381.0,2024-05-05
纬中路-景区出入口,2024-05-05 23:00:00,278,278.0,2024-05-05
经一路-纬中路,2024-05-05 00:00:00,334,334.0,2024-05-05
经一路-纬中路,2024-05-05 01:00:00,196,196.0,2024-05-05
经一路-纬中路,2024-05-05 02:00:00,106,106.0,2024-05-05
经一路-纬中路,2024-05-05 03:00:00,94,94.0,2024-05-05
经一路-纬中路,2024-05-05 04:00:00,66,66.0,2024-05-05
经一路-纬中路,2024-05-05 05:00:00,124,124.0,2024-05-05
经一路-纬中路,2024-05-05 06:00:00,357,357.0,2024-05-05
经一路-纬中路,2024-05-05 07:00:00,932,932.0,2024-05-05
经一路-纬中路,2024-05-05 08:00:00,1133,1133.0,2024-05-05
经一路-纬中路,2024-05-05 09:00:00,1253,1253.0,2024-05-05
经一路-纬中路,2024-05-05 10:00:00,1223,1223.0,2024-05-05
经一路-纬中路,2024-05-05 11:00:00,1426,1426.0,2024-05-05
经一路-纬中路,2024-05-05 12:00:00,1635,1635.0,2024-05-05
经一路-纬中路,2024-05-05 13:00:00,1425,1425.0,2024-05-05
经一路-纬中路,2024-05-05 14:00:00,1390,1390.0,2024-05-05
经一路-纬中路,2024-05-05 15:00:00,1360,1360.0,2024-05-05
经一路-纬中路,2024-05-05 16:00:00,1620,1620.0,2024-05-05
经一路-纬中路,2024-05-05 17:00:00,1742,1742.0,2024-05-05
经一路-纬中路,2024-05-05 18:00:00,1551,1551.0,2024-05-05
经一路-纬中路,2024-05-05 19:00:00,1375,1375.0,2024-05-05
经一路-纬中路,2024-05-05 20:00:00,1222,1222.0,2024-05-05
经一路-纬中路,2024-05-05 21:00:00,810,810.0,2024-05-05
经一路-纬中路,2024-05-05 22:00:00,616,616.0,2024-05-05
经一路-纬中路,2024-05-05 23:00:00,581,581.0,2024-05-05
经三路-纬中路,2024-05-05 00:00:00,253,253.0,2024-05-05
经三路-纬中路,2024-05-05 01:00:00,131,131.0,2024-05-05
经三路-纬中路,2024-05-05 02:00:00,76,76.0,2024-05-05
经三路-纬中路,2024-05-05 03:00:00,63,63.0,2024-05-05
经三路-纬中路,2024-05-05 04:00:00,55,55.0,2024-05-05
经三路-纬中路,2024-05-05 05:00:00,123,123.0,2024-05-05
经三路-纬中路,2024-05-05 06:00:00,380,380.0,2024-05-05
经三路-纬中路,2024-05-05 07:00:00,854,854.0,2024-05-05
经三路-纬中路,2024-05-05 08:00:00,1123,1123.0,2024-05-05
经三路-纬中路,2024-05-05 09:00:00,1029,1029.0,2024-05-05
经三路-纬中路,2024-05-05 10:00:00,1094,1094.0,2024-05-05
经三路-纬中路,2024-05-05 11:00:00,31,31.0,2024-05-05
经三路-纬中路,2024-05-05 12:00:00,1391,1391.0,2024-05-05
经三路-纬中路,2024-05-05 13:00:00,1330,1330.0,2024-05-05
经三路-纬中路,2024-05-05 14:00:00,1239,1239.0,2024-05-05
经三路-纬中路,2024-05-05 15:00:00,1249,1249.0,2024-05-05
经三路-纬中路,2024-05-05 16:00:00,1428,1428.0,2024-05-05
经三路-纬中路,2024-05-05 17:00:00,821,821.0,2024-05-05
经三路-纬中路,2024-05-05 18:00:00,1169,1169.0,2024-05-05
经三路-纬中路,2024-05-05 19:00:00,1026,1026.0,2024-05-05
经三路-纬中路,2024-05-05 20:00:00,963,963.0,2024-05-05
经三路-纬中路,2024-05-05 21:00:00,711,711.0,2024-05-05
经三路-纬中路,2024-05-05 22:00:00,482,482.0,2024-05-05
经三路-纬中路,2024-05-05 23:00:00,455,455.0,2024-05-05
经中路-环北路,2024-05-05 00:00:00,173,173.0,2024-05-05
经中路-环北路,2024-05-05 01:00:00,70,70.0,2024-05-05
经中路-环北路,2024-05-05 02:00:00,81,81.0,2024-05-05
经中路-环北路,2024-05-05 03:00:00,52,52.0,2024-05-05
经中路-环北路,2024-05-05 04:00:00,73,73.0,2024-05-05
经中路-环北路,2024-05-05 05:00:00,207,207.0,2024-05-05
经中路-环北路,2024-05-05 06:00:00,505,505.0,2024-05-05
经中路-环北路,2024-05-05 07:00:00,1080,1080.0,2024-05-05
经中路-环北路,2024-05-05 08:00:00,1245,1245.0,2024-05-05
经中路-环北路,2024-05-05 09:00:00,1245,1245.0,2024-05-05
经中路-环北路,2024-05-05 10:00:00,1277,1277.0,2024-05-05
经中路-环北路,2024-05-05 11:00:00,1381,1381.0,2024-05-05
经中路-环北路,2024-05-05 12:00:00,1496,1496.0,2024-05-05
经中路-环北路,2024-05-05 13:00:00,1382,1382.0,2024-05-05
经中路-环北路,2024-05-05 14:00:00,1186,1186.0,2024-05-05
经中路-环北路,2024-05-05 15:00:00,1180,1180.0,2024-05-05
经中路-环北路,2024-05-05 16:00:00,1270,1270.0,2024-05-05
经中路-环北路,2024-05-05 17:00:00,1156,1156.0,2024-05-05
经中路-环北路,2024-05-05 18:00:00,916,916.0,2024-05-05
经中路-环北路,2024-05-05 19:00:00,930,930.0,2024-05-05
经中路-环北路,2024-05-05 20:00:00,735,735.0,2024-05-05
经中路-环北路,2024-05-05 21:00:00,522,522.0,2024-05-05
经中路-环北路,2024-05-05 22:00:00,364,364.0,2024-05-05
经中路-环北路,2024-05-05 23:00:00,238,238.0,2024-05-05
经中路-环南路,2024-05-05 00:00:00,378,378.0,2024-05-05
经中路-环南路,2024-05-05 01:00:00,188,188.0,2024-05-05
经中路-环南路,2024-05-05 02:00:00,123,123.0,2024-05-05
经中路-环南路,2024-05-05 03:00:00,114,114.0,2024-05-05
经中路-环南路,2024-05-05 04:00:00,116,116.0,2024-05-05
经中路-环南路,2024-05-05 05:00:00,317,317.0,2024-05-05
经中路-环南路,2024-05-05 06:00:00,742,742.0,2024-05-05
经中路-环南路,2024-05-05 07:00:00,1555,1555.0,2024-05-05
经中路-环南路,2024-05-05 08:00:00,1909,1909.0,2024-05-05
经中路-环南路,2024-05-05 09:00:00,1998,1998.0,2024-05-05
经中路-环南路,2024-05-05 10:00:00,1871,1871.0,2024-05-05
经中路-环南路,2024-05-05 11:00:00,2020,2020.0,2024-05-05
经中路-环南路,2024-05-05 12:00:00,1998,1998.0,2024-05-05
经中路-环南路,2024-05-05 13:00:00,2053,2053.0,2024-05-05
经中路-环南路,2024-05-05 14:00:00,1949,1949.0,2024-05-05
经中路-环南路,2024-05-05 15:00:00,2021,2021.0,2024-05-05
